,Academic_Year,LSS_Name,School_Name,Assessment,Student_Group,Tested_Count,Proficient_Pct,Create_Date,Level,Subject,Grade
439,2022.0,Baltimore County,Southwest EDLP at Woodlawn High School,Algebra 1,All Students,-1.0,-1.0,20230113.0,High,Algebra,-1
440,2022.0,Baltimore County,Home Assignments-Secondary,Mathematics Grade 7,All Students,-1.0,-1.0,20230113.0,Unknown,Mathematics,7
441,2022.0,Baltimore County,Home Assignments-Secondary,Mathematics Grade 8,All Students,-1.0,-1.0,20230113.0,Unknown,Mathematics,8
442,2022.0,Baltimore County,Home Assignments-Secondary,Algebra 1,All Students,-1.0,-1.0,20230113.0,Unknown,Algebra,-1
443,2022.0,Baltimore County,Home Assignments-Secondary,Geometry,All Students,-1.0,-1.0,20230113.0,Unknown,Geometry,-1
444,2022.0,Baltimore County,Catonsville Center for Alternative Studies,Algebra 1,All Students,-1.0,-1.0,20230113.0,High,Algebra,-1
445,2022.0,Baltimore County,Catonsville Center for Alternative Studies,Geometry,All Students,-1.0,-1.0,20230113.0,High,Geometry,-1
446,2022.0,Baltimore County,Meadowood Education Center,Mathematics Grade 6,All Students,-1.0,-1.0,20230113.0,Unknown,Mathematics,6
447,2022.0,Baltimore County,Meadowood Education Center,Mathematics Grade 7,All Students,-1.0,-1.0,20230113.0,Unknown,Mathematics,7
448,2022.0,Baltimore County,Meadowood Education Center,Mathematics Grade 8,All Students,-1.0,-1.0,20230113.0,Unknown,Mathematics,8
449,2022.0,Baltimore County,Meadowood Education Center,Algebra 1,All Students,-1.0,-1.0,20230113.0,Unknown,Algebra,-1
450,2022.0,Baltimore County,Rosedale Center,Mathematics Grade 6,All Students,-1.0,-1.0,20230113.0,High,Mathematics,6
451,2022.0,Baltimore County,Rosedale Center,Mathematics Grade 7,All Students,-1.0,-1.0,20230113.0,High,Mathematics,7
452,2022.0,Baltimore County,Rosedale Center,Mathematics Grade 8,All Students,-1.0,-1.0,20230113.0,High,Mathematics,8
453,2022.0,Baltimore County,Rosedale Center,Algebra 1,All Students,-1.0,-1.0,20230113.0,High,Algebra,-1
454,2022.0,Baltimore County,Rosedale Center,Geometry,All Students,-1.0,-1.0,20230113.0,High,Geometry,-1
455,2022.0,Baltimore County,Crossroads Center,Mathematics Grade 7,All Students,-1.0,-1.0,20230113.0,Middle,Mathematics,7
456,2022.0,Baltimore County,Crossroads Center,Mathematics Grade 8,All Students,34.0,-1.0,20230113.0,Middle,Mathematics,8
457,2022.0,Baltimore County,Crossroads Center,Algebra 1,All Students,33.0,-1.0,20230113.0,Middle,Algebra,-1
458,2022.0,Baltimore County,Crossroads Center,Geometry,All Students,-1.0,-1.0,20230113.0,Middle,Geometry,-1
459,2022.0,Baltimore County,BCDC Educational Center,Algebra 1,All Students,-1.0,-1.0,20230113.0,High,Algebra,-1
460,2022.0,Baltimore County,Catonsville Elementary,Mathematics Grade 3,All Students,92.0,46.7,20230113.0,Elementary,Mathematics,3
461,2022.0,Baltimore County,Catonsville Elementary,Mathematics Grade 4,All Students,105.0,37.1,20230113.0,Elementary,Mathematics,4
462,2022.0,Baltimore County,Catonsville Elementary,Mathematics Grade 5,All Students,95.0,29.5,20230113.0,Elementary,Mathematics,5
463,2022.0,Baltimore County,Westchester Elementary,Mathematics Grade 3,All Students,100.0,63.0,20230113.0,Elementary,Mathematics,3
464,2022.0,Baltimore County,Westchester Elementary,Mathematics Grade 4,All Students,105.0,56.2,20230113.0,Elementary,Mathematics,4
465,2022.0,Baltimore County,Westchester Elementary,Mathematics Grade 5,All Students,120.0,44.2,20230113.0,Elementary,Mathematics,5
466,2022.0,Baltimore County,Westowne Elementary,Mathematics Grade 3,All Students,100.0,28.0,20230113.0,Elementary,Mathematics,3
467,2022.0,Baltimore County,Westowne Elementary,Mathematics Grade 4,All Students,103.0,31.1,20230113.0,Elementary,Mathematics,4
468,2022.0,Baltimore County,Westowne Elementary,Mathematics Grade 5,All Students,90.0,17.8,20230113.0,Elementary,Mathematics,5
469,2022.0,Baltimore County,Edmondson Heights Elementary,Mathematics Grade 3,All Students,77.0,15.6,20230113.0,Elementary,Mathematics,3
470,2022.0,Baltimore County,Edmondson Heights Elementary,Mathematics Grade 4,All Students,88.0,-1.0,20230113.0,Elementary,Mathematics,4
471,2022.0,Baltimore County,Edmondson Heights Elementary,Mathematics Grade 5,All Students,69.0,5.8,20230113.0,Elementary,Mathematics,5
472,2022.0,Baltimore County,Johnnycake Elementary,Mathematics Grade 3,All Students,73.0,11.0,20230113.0,Elementary,Mathematics,3
473,2022.0,Baltimore County,Johnnycake Elementary,Mathematics Grade 4,All Students,89.0,6.7,20230113.0,Elementary,Mathematics,4
474,2022.0,Baltimore County,Johnnycake Elementary,Mathematics Grade 5,All Students,83.0,7.2,20230113.0,Elementary,Mathematics,5
475,2022.0,Baltimore County,Dogwood Elementary,Mathematics Grade 3,All Students,78.0,11.5,20230113.0,Elementary,Mathematics,3
476,2022.0,Baltimore County,Dogwood Elementary,Mathematics Grade 4,All Students,83.0,9.6,20230113.0,Elementary,Mathematics,4
477,2022.0,Baltimore County,Dogwood Elementary,Mathematics Grade 5,All Students,88.0,-1.0,20230113.0,Elementary,Mathematics,5
478,2022.0,Baltimore County,Chadwick Elementary,Mathematics Grade 3,All Students,93.0,32.3,20230113.0,Elementary,Mathematics,3
479,2022.0,Baltimore County,Chadwick Elementary,Mathematics Grade 4,All Students,90.0,18.9,20230113.0,Elementary,Mathematics,4
480,2022.0,Baltimore County,Chadwick Elementary,Mathematics Grade 5,All Students,90.0,12.2,20230113.0,Elementary,Mathematics,5
481,2022.0,Baltimore County,Hillcrest Elementary,Mathematics Grade 3,All Students,112.0,60.7,20230113.0,Elementary,Mathematics,3
482,2022.0,Baltimore County,Hillcrest Elementary,Mathematics Grade 4,All Students,115.0,40.0,20230113.0,Elementary,Mathematics,4
483,2022.0,Baltimore County,Hillcrest Elementary,Mathematics Grade 5,All Students,124.0,37.9,20230113.0,Elementary,Mathematics,5
484,2022.0,Baltimore County,Woodbridge Elementary,Mathematics Grade 3,All Students,75.0,46.7,20230113.0,Elementary,Mathematics,3
485,2022.0,Baltimore County,Woodbridge Elementary,Mathematics Grade 4,All Students,68.0,35.3,20230113.0,Elementary,Mathematics,4
486,2022.0,Baltimore County,Woodbridge Elementary,Mathematics Grade 5,All Students,65.0,27.7,20230113.0,Elementary,Mathematics,5
487,2022.0,Baltimore County,Catonsville Middle,Mathematics Grade 6,All Students,231.0,29.4,20230113.0,Middle,Mathematics,6
488,2022.0,Baltimore County,Catonsville Middle,Mathematics Grade 7,All Students,137.0,-1.0,20230113.0,Middle,Mathematics,7
489,2022.0,Baltimore County,Catonsville Middle,Mathematics Grade 8,All Students,54.0,-1.0,20230113.0,Middle,Mathematics,8
490,2022.0,Baltimore County,Catonsville Middle,Algebra 1,All Students,186.0,12.4,20230113.0,Middle,Algebra,-1
491,2022.0,Baltimore County,Catonsville Middle,Algebra 2,All Students,-1.0,-1.0,20230113.0,Middle,Algebra,-1
492,2022.0,Baltimore County,Catonsville Middle,Geometry,All Students,109.0,18.3,20230113.0,Middle,Geometry,-1
493,2022.0,Baltimore County,Southwest Academy,Mathematics Grade 6,All Students,253.0,5.9,20230113.0,Middle,Mathematics,6
494,2022.0,Baltimore County,Southwest Academy,Mathematics Grade 7,All Students,189.0,-1.0,20230113.0,Middle,Mathematics,7
495,2022.0,Baltimore County,Southwest Academy,Mathematics Grade 8,All Students,175.0,-1.0,20230113.0,Middle,Mathematics,8
496,2022.0,Baltimore County,Southwest Academy,Algebra 1,All Students,94.0,6.4,20230113.0,Middle,Algebra,-1
497,2022.0,Baltimore County,Southwest Academy,Geometry,All Students,35.0,5.7,20230113.0,Middle,Geometry,-1
498,2022.0,Baltimore County,Woodlawn High,Algebra 1,All Students,267.0,-1.0,20230113.0,High,Algebra,-1
499,2022.0,Baltimore County,Woodlawn High,Algebra 2,All Students,-1.0,-1.0,20230113.0,High,Algebra,-1
500,2022.0,Baltimore County,Woodlawn High,Geometry,All Students,-1.0,-1.0,20230113.0,High,Geometry,-1
501,2022.0,Baltimore County,Catonsville High,Algebra 1,All Students,277.0,-1.0,20230113.0,High,Algebra,-1
502,2022.0,Baltimore County,Catonsville High,Geometry,All Students,108.0,-1.0,20230113.0,High,Geometry,-1
503,2022.0,Baltimore County,Western School of Technology,Algebra 1,All Students,121.0,9.1,20230113.0,Unknown,Algebra,-1
504,2022.0,Baltimore County,Western School of Technology,Geometry,All Students,88.0,11.4,20230113.0,Unknown,Geometry,-1
505,2022.0,Baltimore County,Randallstown Elementary,Mathematics Grade 3,All Students,39.0,17.9,20230113.0,Elementary,Mathematics,3
506,2022.0,Baltimore County,Randallstown Elementary,Mathematics Grade 4,All Students,62.0,17.7,20230113.0,Elementary,Mathematics,4
507,2022.0,Baltimore County,Randallstown Elementary,Mathematics Grade 5,All Students,61.0,18.0,20230113.0,Elementary,Mathematics,5
508,2022.0,Baltimore County,Featherbed Lane Elementary,Mathematics Grade 3,All Students,89.0,27.0,20230113.0,Elementary,Mathematics,3
509,2022.0,Baltimore County,Featherbed Lane Elementary,Mathematics Grade 4,All Students,66.0,10.6,20230113.0,Elementary,Mathematics,4
510,2022.0,Baltimore County,Featherbed Lane Elementary,Mathematics Grade 5,All Students,86.0,5.8,20230113.0,Elementary,Mathematics,5
511,2022.0,Baltimore County,Woodmoor Elementary,Mathematics Grade 3,All Students,80.0,7.5,20230113.0,Elementary,Mathematics,3
512,2022.0,Baltimore County,Woodmoor Elementary,Mathematics Grade 4,All Students,82.0,14.6,20230113.0,Elementary,Mathematics,4
513,2022.0,Baltimore County,Woodmoor Elementary,Mathematics Grade 5,All Students,72.0,-1.0,20230113.0,Elementary,Mathematics,5
514,2022.0,Baltimore County,Scotts Branch Elementary,Mathematics Grade 3,All Students,87.0,11.5,20230113.0,Elementary,Mathematics,3
515,2022.0,Baltimore County,Scotts Branch Elementary,Mathematics Grade 4,All Students,66.0,13.6,20230113.0,Elementary,Mathematics,4
516,2022.0,Baltimore County,Scotts Branch Elementary,Mathematics Grade 5,All Students,91.0,5.5,20230113.0,Elementary,Mathematics,5
517,2022.0,Baltimore County,Church Lane Elementary,Mathematics Grade 3,All Students,51.0,25.5,20230113.0,Elementary,Mathematics,3
518,2022.0,Baltimore County,Church Lane Elementary,Mathematics Grade 4,All Students,47.0,6.4,20230113.0,Elementary,Mathematics,4
519,2022.0,Baltimore County,Church Lane Elementary,Mathematics Grade 5,All Students,57.0,10.5,20230113.0,Elementary,Mathematics,5
520,2022.0,Baltimore County,Hebbville Elementary,Mathematics Grade 3,All Students,70.0,17.1,20230113.0,Elementary,Mathematics,3
521,2022.0,Baltimore County,Hebbville Elementary,Mathematics Grade 4,All Students,59.0,-1.0,20230113.0,Elementary,Mathematics,4
522,2022.0,Baltimore County,Hebbville Elementary,Mathematics Grade 5,All Students,82.0,7.3,20230113.0,Elementary,Mathematics,5
523,2022.0,Baltimore County,Powhatan Elementary,Mathematics Grade 3,All Students,33.0,27.3,20230113.0,Elementary,Mathematics,3
524,2022.0,Baltimore County,Powhatan Elementary,Mathematics Grade 4,All Students,35.0,8.6,20230113.0,Elementary,Mathematics,4
525,2022.0,Baltimore County,Powhatan Elementary,Mathematics Grade 5,All Students,37.0,8.1,20230113.0,Elementary,Mathematics,5
526,2022.0,Baltimore County,Winfield Elementary,Mathematics Grade 3,All Students,65.0,24.6,20230113.0,Elementary,Mathematics,3
527,2022.0,Baltimore County,Winfield Elementary,Mathematics Grade 4,All Students,59.0,10.2,20230113.0,Elementary,Mathematics,4
528,2022.0,Baltimore County,Winfield Elementary,Mathematics Grade 5,All Students,61.0,14.8,20230113.0,Elementary,Mathematics,5
529,2022.0,Baltimore County,Winand Elementary,Mathematics Grade 3,All Students,70.0,37.1,20230113.0,Elementary,Mathematics,3
530,2022.0,Baltimore County,Winand Elementary,Mathematics Grade 4,All Students,60.0,13.3,20230113.0,Elementary,Mathematics,4
531,2022.0,Baltimore County,Winand Elementary,Mathematics Grade 5,All Students,73.0,11.0,20230113.0,Elementary,Mathematics,5
532,2022.0,Baltimore County,Hernwood Elementary,Mathematics Grade 3,All Students,48.0,16.7,20230113.0,Elementary,Mathematics,3
533,2022.0,Baltimore County,Hernwood Elementary,Mathematics Grade 4,All Students,53.0,-1.0,20230113.0,Elementary,Mathematics,4
534,2022.0,Baltimore County,Hernwood Elementary,Mathematics Grade 5,All Students,44.0,6.8,20230113.0,Elementary,Mathematics,5
535,2022.0,Baltimore County,Deer Park Elementary,Mathematics Grade 3,All Students,59.0,47.5,20230113.0,Elementary,Mathematics,3
536,2022.0,Baltimore County,Deer Park Elementary,Mathematics Grade 4,All Students,69.0,20.3,20230113.0,Elementary,Mathematics,4
537,2022.0,Baltimore County,Deer Park Elementary,Mathematics Grade 5,All Students,70.0,21.4,20230113.0,Elementary,Mathematics,5
538,2022.0,Baltimore County,New Town Elementary,Mathematics Grade 3,All Students,124.0,30.6,20230113.0,Elementary,Mathematics,3
539,2022.0,Baltimore County,New Town Elementary,Mathematics Grade 4,All Students,136.0,30.9,20230113.0,Elementary,Mathematics,4
540,2022.0,Baltimore County,New Town Elementary,Mathematics Grade 5,All Students,133.0,5.3,20230113.0,Elementary,Mathematics,5
541,2022.0,Baltimore County,Watershed Public Charter,Mathematics Grade 3,All Students,41.0,29.3,20230113.0,Unknown,Mathematics,3
542,2022.0,Baltimore County,Watershed Public Charter,Mathematics Grade 4,All Students,41.0,29.3,20230113.0,Unknown,Mathematics,4
543,2022.0,Baltimore County,Watershed Public Charter,Mathematics Grade 5,All Students,21.0,23.8,20230113.0,Unknown,Mathematics,5
544,2022.0,Baltimore County,Northwest Academy of Health Sciences,Mathematics Grade 6,All Students,242.0,6.2,20230113.0,Middle,Mathematics,6
545,2022.0,Baltimore County,Northwest Academy of Health Sciences,Mathematics Grade 7,All Students,189.0,-1.0,20230113.0,Middle,Mathematics,7
546,2022.0,Baltimore County,Northwest Academy of Health Sciences,Mathematics Grade 8,All Students,148.0,-1.0,20230113.0,Middle,Mathematics,8
547,2022.0,Baltimore County,Northwest Academy of Health Sciences,Algebra 1,All Students,81.0,-1.0,20230113.0,Middle,Algebra,-1
548,2022.0,Baltimore County,Northwest Academy of Health Sciences,Geometry,All Students,44.0,-1.0,20230113.0,Middle,Geometry,-1
549,2022.0,Baltimore County,Woodlawn Middle,Mathematics Grade 6,All Students,178.0,-1.0,20230113.0,Middle,Mathematics,6
550,2022.0,Baltimore County,Woodlawn Middle,Mathematics Grade 7,All Students,202.0,-1.0,20230113.0,Middle,Mathematics,7
551,2022.0,Baltimore County,Woodlawn Middle,Mathematics Grade 8,All Students,152.0,-1.0,20230113.0,Middle,Mathematics,8
552,2022.0,Baltimore County,Woodlawn Middle,Algebra 1,All Students,66.0,-1.0,20230113.0,Middle,Algebra,-1
553,2022.0,Baltimore County,Woodlawn Middle,Geometry,All Students,-1.0,-1.0,20230113.0,Middle,Geometry,-1
554,2022.0,Baltimore County,Deer Park Middle Magnet School,Mathematics Grade 6,All Students,438.0,7.1,20230113.0,Middle,Mathematics,6
555,2022.0,Baltimore County,Deer Park Middle Magnet School,Mathematics Grade 7,All Students,397.0,-1.0,20230113.0,Middle,Mathematics,7
556,2022.0,Baltimore County,Deer Park Middle Magnet School,Mathematics Grade 8,All Students,232.0,-1.0,20230113.0,Middle,Mathematics,8
557,2022.0,Baltimore County,Deer Park Middle Magnet School,Algebra 1,All Students,204.0,-1.0,20230113.0,Middle,Algebra,-1
558,2022.0,Baltimore County,Deer Park Middle Magnet School,Geometry,All Students,77.0,-1.0,20230113.0,Middle,Geometry,-1
559,2022.0,Baltimore County,Windsor Mill Middle,Mathematics Grade 6,All Students,198.0,8.6,20230113.0,Middle,Mathematics,6
560,2022.0,Baltimore County,Windsor Mill Middle,Mathematics Grade 7,All Students,165.0,-1.0,20230113.0,Middle,Mathematics,7
561,2022.0,Baltimore County,Windsor Mill Middle,Mathematics Grade 8,All Students,160.0,-1.0,20230113.0,Middle,Mathematics,8
562,2022.0,Baltimore County,Windsor Mill Middle,Algebra 1,All Students,101.0,-1.0,20230113.0,Middle,Algebra,-1
563,2022.0,Baltimore County,Windsor Mill Middle,Geometry,All Students,30.0,6.7,20230113.0,Middle,Geometry,-1
564,2022.0,Baltimore County,Milford Mill Academy,Algebra 1,All Students,297.0,-1.0,20230113.0,High,Algebra,-1
565,2022.0,Baltimore County,Milford Mill Academy,Geometry,All Students,49.0,-1.0,20230113.0,High,Geometry,-1
566,2022.0,Baltimore County,Randallstown High,Algebra 1,All Students,327.0,-1.0,20230113.0,High,Algebra,-1
567,2022.0,Baltimore County,Randallstown High,Geometry,All Students,-1.0,-1.0,20230113.0,High,Geometry,-1
568,2022.0,Baltimore County,Bedford Elementary,Mathematics Grade 3,All Students,54.0,29.6,20230113.0,Elementary,Mathematics,3
569,2022.0,Baltimore County,Bedford Elementary,Mathematics Grade 4,All Students,54.0,44.4,20230113.0,Elementary,Mathematics,4
570,2022.0,Baltimore County,Bedford Elementary,Mathematics Grade 5,All Students,63.0,25.4,20230113.0,Elementary,Mathematics,5
571,2022.0,Baltimore County,Wellwood International School,Mathematics Grade 3,All Students,76.0,19.7,20230113.0,Unknown,Mathematics,3
572,2022.0,Baltimore County,Wellwood International School,Mathematics Grade 4,All Students,79.0,17.7,20230113.0,Unknown,Mathematics,4
573,2022.0,Baltimore County,Wellwood International School,Mathematics Grade 5,All Students,71.0,19.7,20230113.0,Unknown,Mathematics,5
574,2022.0,Baltimore County,Milbrook Elementary,Mathematics Grade 3,All Students,66.0,6.1,20230113.0,Elementary,Mathematics,3
575,2022.0,Baltimore County,Milbrook Elementary,Mathematics Grade 4,All Students,84.0,13.1,20230113.0,Elementary,Mathematics,4
576,2022.0,Baltimore County,Milbrook Elementary,Mathematics Grade 5,All Students,63.0,-1.0,20230113.0,Elementary,Mathematics,5
577,2022.0,Baltimore County,Fort Garrison Elementary,Mathematics Grade 3,All Students,34.0,55.9,20230113.0,Elementary,Mathematics,3
578,2022.0,Baltimore County,Fort Garrison Elementary,Mathematics Grade 4,All Students,52.0,46.2,20230113.0,Elementary,Mathematics,4
579,2022.0,Baltimore County,Fort Garrison Elementary,Mathematics Grade 5,All Students,41.0,41.5,20230113.0,Elementary,Mathematics,5
580,2022.0,Baltimore County,Summit Park Elementary,Mathematics Grade 3,All Students,65.0,46.2,20230113.0,Elementary,Mathematics,3
581,2022.0,Baltimore County,Summit Park Elementary,Mathematics Grade 4,All Students,60.0,26.7,20230113.0,Elementary,Mathematics,4
582,2022.0,Baltimore County,Summit Park Elementary,Mathematics Grade 5,All Students,48.0,52.1,20230113.0,Elementary,Mathematics,5
583,2022.0,Baltimore County,Woodholme Elementary,Mathematics Grade 3,All Students,123.0,18.7,20230113.0,Elementary,Mathematics,3
584,2022.0,Baltimore County,Woodholme Elementary,Mathematics Grade 4,All Students,110.0,14.5,20230113.0,Elementary,Mathematics,4
585,2022.0,Baltimore County,Woodholme Elementary,Mathematics Grade 5,All Students,105.0,27.6,20230113.0,Elementary,Mathematics,5
586,2022.0,Baltimore County,Pikesville Middle,Mathematics Grade 6,All Students,275.0,8.0,20230113.0,Middle,Mathematics,6
587,2022.0,Baltimore County,Pikesville Middle,Mathematics Grade 7,All Students,207.0,-1.0,20230113.0,Middle,Mathematics,7
588,2022.0,Baltimore County,Pikesville Middle,Mathematics Grade 8,All Students,172.0,-1.0,20230113.0,Middle,Mathematics,8
589,2022.0,Baltimore County,Pikesville Middle,Algebra 1,All Students,129.0,14.0,20230113.0,Middle,Algebra,-1
590,2022.0,Baltimore County,Pikesville Middle,Geometry,All Students,71.0,5.6,20230113.0,Middle,Geometry,-1
591,2022.0,Baltimore County,Sudbrook Magnet Middle,Mathematics Grade 6,All Students,336.0,9.2,20230113.0,Middle,Mathematics,6
592,2022.0,Baltimore County,Sudbrook Magnet Middle,Mathematics Grade 7,All Students,251.0,-1.0,20230113.0,Middle,Mathematics,7
593,2022.0,Baltimore County,Sudbrook Magnet Middle,Mathematics Grade 8,All Students,181.0,-1.0,20230113.0,Middle,Mathematics,8
594,2022.0,Baltimore County,Sudbrook Magnet Middle,Algebra 1,All Students,98.0,13.3,20230113.0,Middle,Algebra,-1
595,2022.0,Baltimore County,Sudbrook Magnet Middle,Geometry,All Students,48.0,16.7,20230113.0,Middle,Geometry,-1
596,2022.0,Baltimore County,Pikesville High,Algebra 1,All Students,167.0,-1.0,20230113.0,High,Algebra,-1
597,2022.0,Baltimore County,Pikesville High,Geometry,All Students,-1.0,-1.0,20230113.0,High,Geometry,-1
598,2022.0,Baltimore County,Owings Mills Elementary,Mathematics Grade 3,All Students,124.0,13.7,20230113.0,Elementary,Mathematics,3
599,2022.0,Baltimore County,Owings Mills Elementary,Mathematics Grade 4,All Students,116.0,18.1,20230113.0,Elementary,Mathematics,4
600,2022.0,Baltimore County,Owings Mills Elementary,Mathematics Grade 5,All Students,114.0,9.6,20230113.0,Elementary,Mathematics,5
601,2022.0,Baltimore County,Franklin Elementary,Mathematics Grade 3,All Students,70.0,42.9,20230113.0,Elementary,Mathematics,3
602,2022.0,Baltimore County,Franklin Elementary,Mathematics Grade 4,All Students,56.0,44.6,20230113.0,Elementary,Mathematics,4
603,2022.0,Baltimore County,Franklin Elementary,Mathematics Grade 5,All Students,68.0,41.2,20230113.0,Elementary,Mathematics,5
604,2022.0,Baltimore County,Chatsworth School,Mathematics Grade 3,All Students,50.0,48.0,20230113.0,Elementary,Mathematics,3
605,2022.0,Baltimore County,Chatsworth School,Mathematics Grade 4,All Students,47.0,44.7,20230113.0,Elementary,Mathematics,4
606,2022.0,Baltimore County,Chatsworth School,Mathematics Grade 5,All Students,59.0,27.1,20230113.0,Elementary,Mathematics,5
607,2022.0,Baltimore County,Timber Grove Elementary,Mathematics Grade 3,All Students,76.0,19.7,20230113.0,Elementary,Mathematics,3
608,2022.0,Baltimore County,Timber Grove Elementary,Mathematics Grade 4,All Students,84.0,16.7,20230113.0,Elementary,Mathematics,4
609,2022.0,Baltimore County,Timber Grove Elementary,Mathematics Grade 5,All Students,98.0,-1.0,20230113.0,Elementary,Mathematics,5
610,2022.0,Baltimore County,Reisterstown Elementary,Mathematics Grade 3,All Students,60.0,18.3,20230113.0,Elementary,Mathematics,3
611,2022.0,Baltimore County,Reisterstown Elementary,Mathematics Grade 4,All Students,78.0,9.0,20230113.0,Elementary,Mathematics,4
612,2022.0,Baltimore County,Reisterstown Elementary,Mathematics Grade 5,All Students,84.0,14.3,20230113.0,Elementary,Mathematics,5
613,2022.0,Baltimore County,Glyndon Elementary,Mathematics Grade 3,All Students,81.0,22.2,20230113.0,Elementary,Mathematics,3
614,2022.0,Baltimore County,Glyndon Elementary,Mathematics Grade 4,All Students,79.0,16.5,20230113.0,Elementary,Mathematics,4
615,2022.0,Baltimore County,Glyndon Elementary,Mathematics Grade 5,All Students,79.0,13.9,20230113.0,Elementary,Mathematics,5
616,2022.0,Baltimore County,Cedarmere Elementary,Mathematics Grade 3,All Students,77.0,18.2,20230113.0,Elementary,Mathematics,3
617,2022.0,Baltimore County,Cedarmere Elementary,Mathematics Grade 4,All Students,90.0,26.7,20230113.0,Elementary,Mathematics,4
618,2022.0,Baltimore County,Cedarmere Elementary,Mathematics Grade 5,All Students,79.0,20.3,20230113.0,Elementary,Mathematics,5
619,2022.0,Baltimore County,Lyons Mill Elementary,Mathematics Grade 3,All Students,109.0,36.7,20230113.0,Elementary,Mathematics,3
620,2022.0,Baltimore County,Lyons Mill Elementary,Mathematics Grade 4,All Students,96.0,32.3,20230113.0,Elementary,Mathematics,4
621,2022.0,Baltimore County,Lyons Mill Elementary,Mathematics Grade 5,All Students,105.0,18.1,20230113.0,Elementary,Mathematics,5
622,2022.0,Baltimore County,Franklin Middle,Mathematics Grade 6,All Students,314.0,7.3,20230113.0,Middle,Mathematics,6
623,2022.0,Baltimore County,Franklin Middle,Mathematics Grade 7,All Students,301.0,-1.0,20230113.0,Middle,Mathematics,7
624,2022.0,Baltimore County,Franklin Middle,Mathematics Grade 8,All Students,204.0,-1.0,20230113.0,Middle,Mathematics,8
625,2022.0,Baltimore County,Franklin Middle,Algebra 1,All Students,213.0,6.6,20230113.0,Middle,Algebra,-1
626,2022.0,Baltimore County,Franklin Middle,Algebra 2,All Students,-1.0,-1.0,20230113.0,Middle,Algebra,-1
627,2022.0,Baltimore County,Franklin Middle,Geometry,All Students,63.0,12.7,20230113.0,Middle,Geometry,-1
628,2022.0,Baltimore County,Owings Mills High,Algebra 1,All Students,284.0,-1.0,20230113.0,High,Algebra,-1
629,2022.0,Baltimore County,Owings Mills High,Geometry,All Students,-1.0,-1.0,20230113.0,High,Geometry,-1
630,2022.0,Baltimore County,Franklin High,Algebra 1,All Students,296.0,-1.0,20230113.0,High,Algebra,-1
631,2022.0,Baltimore County,Franklin High,Geometry,All Students,82.0,-1.0,20230113.0,High,Geometry,-1
632,2022.0,Baltimore County,New Town High,Algebra 1,All Students,362.0,-1.0,20230113.0,High,Algebra,-1
633,2022.0,Baltimore County,New Town High,Geometry,All Students,211.0,-1.0,20230113.0,High,Geometry,-1
634,2022.0,Baltimore County,Fifth District Elementary,Mathematics Grade 3,All Students,53.0,69.8,20230113.0,Elementary,Mathematics,3
635,2022.0,Baltimore County,Fifth District Elementary,Mathematics Grade 4,All Students,52.0,73.1,20230113.0,Elementary,Mathematics,4
636,2022.0,Baltimore County,Fifth District Elementary,Mathematics Grade 5,All Students,49.0,63.3,20230113.0,Elementary,Mathematics,5
637,2022.0,Baltimore County,Prettyboy Elementary,Mathematics Grade 3,All Students,74.0,60.8,20230113.0,Elementary,Mathematics,3
638,2022.0,Baltimore County,Prettyboy Elementary,Mathematics Grade 4,All Students,58.0,46.6,20230113.0,Elementary,Mathematics,4
639,2022.0,Baltimore County,Prettyboy Elementary,Mathematics Grade 5,All Students,69.0,33.3,20230113.0,Elementary,Mathematics,5
640,2022.0,Baltimore County,Seventh District Elementary,Mathematics Grade 3,All Students,52.0,65.4,20230113.0,Elementary,Mathematics,3
641,2022.0,Baltimore County,Seventh District Elementary,Mathematics Grade 4,All Students,58.0,39.7,20230113.0,Elementary,Mathematics,4
642,2022.0,Baltimore County,Seventh District Elementary,Mathematics Grade 5,All Students,59.0,50.8,20230113.0,Elementary,Mathematics,5
643,2022.0,Baltimore County,Hereford High,Algebra 1,All Students,94.0,5.3,20230113.0,High,Algebra,-1
644,2022.0,Baltimore County,Hereford High,Geometry,All Students,101.0,7.9,20230113.0,High,Geometry,-1
645,2022.0,Baltimore County,Sparks Elementary,Mathematics Grade 3,All Students,76.0,78.9,20230113.0,Elementary,Mathematics,3
646,2022.0,Baltimore County,Sparks Elementary,Mathematics Grade 4,All Students,74.0,64.9,20230113.0,Elementary,Mathematics,4
647,2022.0,Baltimore County,Sparks Elementary,Mathematics Grade 5,All Students,85.0,60.0,20230113.0,Elementary,Mathematics,5
648,2022.0,Baltimore County,Lutherville Laboratory,Mathematics Grade 3,All Students,51.0,56.9,20230113.0,Elementary,Mathematics,3
649,2022.0,Baltimore County,Lutherville Laboratory,Mathematics Grade 4,All Students,60.0,28.3,20230113.0,Elementary,Mathematics,4
650,2022.0,Baltimore County,Lutherville Laboratory,Mathematics Grade 5,All Students,59.0,23.7,20230113.0,Elementary,Mathematics,5
651,2022.0,Baltimore County,Timonium Elementary,Mathematics Grade 3,All Students,77.0,80.5,20230113.0,Elementary,Mathematics,3
652,2022.0,Baltimore County,Timonium Elementary,Mathematics Grade 4,All Students,78.0,67.9,20230113.0,Elementary,Mathematics,4
653,2022.0,Baltimore County,Timonium Elementary,Mathematics Grade 5,All Students,72.0,56.9,20230113.0,Elementary,Mathematics,5
