,Site_Num,Site_Name,Enrollment,Free,Reduced,TotalFR,FRPercent,Year,Paid,CEP
0,1302,Arbutus Elem,327,72,27,99,30.3,Y0607,,
1,1356,Arbutus Middle,850,156,102,258,30.4,Y0607,,
2,1307,Baltimore Highlands Elem,537,250,128,378,70.4,Y0607,,
3,1517,Battle Grove Elem,332,103,53,156,47.0,Y0607,,
4,1215,Battle Monument School,53,22,7,29,54.7,Y0607,,
5,1206,Bear Creek Elem,482,146,55,201,41.7,Y0607,,
6,303,Bedford Elem,332,134,42,176,53.0,Y0607,,
7,1205,Berkshire Elem,344,137,50,187,54.4,Y0607,,
8,73,Bridge Center,16,16,0,16,100.0,Y0607,,
9,62,Campfield Ely Chhd Lrn/Dev,326,135,33,168,51.5,Y0607,,
10,1106,Carney Elem,489,92,47,139,28.4,Y0607,,
11,1001,Carroll Manor Elem,344,4,5,9,2.6,Y0607,,
12,975,Carver Center For Arts & Tech,715,39,34,73,10.2,Y0607,,
13,69,Catonsville Ctr Alt Studies,57,19,9,28,49.1,Y0607,,
14,101,Catonsville Elem,410,56,23,79,19.3,Y0607,,
15,174,Catonsville High,1693,188,69,257,15.2,Y0607,,
16,151,Catonsville Middle,669,100,45,145,21.7,Y0607,,
17,408,Cedarmere Elem,485,97,40,137,28.2,Y0607,,
18,113,Chadwick Elem,414,187,78,265,64.0,Y0607,,
19,1107,Chapel Hill Elem,775,78,37,115,14.8,Y0607,,
20,1212,Charlesmont Elem,346,102,52,154,44.5,Y0607,,
21,1507,Chase Elem,356,126,46,172,48.3,Y0607,,
22,404,Chatsworth School,405,42,15,57,14.1,Y0607,,
23,1574,Chesapeake High,1069,348,116,464,43.4,Y0607,,
24,1511,Chesapeake Terrace Elem,192,38,14,52,27.1,Y0607,,
25,207,Church Lane Elem Of Tech,495,162,54,216,43.6,Y0607,,
26,853,Cockeysville Middle,906,123,57,180,19.9,Y0607,,
27,1503,Colgate Elem,329,171,53,224,68.1,Y0607,,
28,916,Cromwell Valley Reg Magnet,431,25,19,44,10.2,Y0607,,
29,1525,Deep Creek Elem,549,297,93,390,71.0,Y0607,,
30,1557,Deep Creek Middle,837,381,136,517,61.8,Y0607,,
31,216,Deer Park Elem,478,125,65,190,39.7,Y0607,,
32,254,Deer Park Middle And Mgnt,1244,357,116,473,38.0,Y0607,,
33,112,Dogwood Elem,621,218,88,306,49.3,Y0607,,
34,872,Dulaney High,1959,102,47,149,7.6,Y0607,,
35,953,Dumbarton Middle,913,142,43,185,20.3,Y0607,,
36,1202,Dundalk Elem,665,393,63,456,68.6,Y0607,,
37,1273,Dundalk High,1326,476,149,625,47.1,Y0607,,
38,1251,Dundalk Middle,478,247,54,301,63.0,Y0607,,
39,1575,Eastern Technical High,1244,110,73,183,14.7,Y0607,,
40,1218,Eastwood Center,181,41,25,66,36.5,Y0607,,
41,1502,Edgemere Elem,520,123,36,159,30.6,Y0607,,
42,104,Edmondson Heights Elem,618,268,93,361,58.4,Y0607,,
43,1405,Elmwood Elem,526,171,76,247,47.0,Y0607,,
44,1508,Essex Elem,433,104,44,148,34.2,Y0607,,
45,204,Featherbed Lane Elem,673,286,86,372,55.3,Y0607,,
46,501,Fifth District Elem,282,12,9,21,7.4,Y0607,,
47,308,Fort Garrison Elem,420,23,5,28,6.7,Y0607,,
48,403,Franklin Elem,503,29,23,52,10.3,Y0607,,
49,472,Franklin High,1584,173,63,236,14.9,Y0607,,
50,451,Franklin Middle,1400,242,97,339,24.2,Y0607,,
51,1404,Fullerton Elem,520,57,36,93,17.9,Y0607,,
52,1255,Gen John Stricker Middle,836,261,137,398,47.6,Y0607,,
53,1518,Glenmar Elem,352,161,50,211,59.9,Y0607,,
54,407,Glyndon Elem,457,103,44,147,32.2,Y0607,,
55,1451,Golden Ring Middle,751,312,126,438,58.3,Y0607,,
56,1210,Grange Elem,385,106,38,144,37.4,Y0607,,
57,1111,Gunpowder Elem,504,54,21,75,14.9,Y0607,,
58,1313,Halethorpe Elem,390,90,50,140,35.9,Y0607,,
59,912,Halstead Academy,548,287,89,376,68.6,Y0607,,
60,911,Hampton Elem,361,31,12,43,11.9,Y0607,,
61,915,Harford Hills Elem,362,73,49,122,33.7,Y0607,,
62,1515,Hawthorne Elem,431,220,70,290,67.3,Y0607,,
63,209,Hebbville Elem,474,180,72,252,53.2,Y0607,,
64,772,Hereford High,1391,19,19,38,2.7,Y0607,,
65,855,Hereford Middle,997,34,17,51,5.1,Y0607,,
66,214,Hernwood Elem,464,166,42,208,44.8,Y0607,,
67,115,Hillcrest Elem,640,86,26,112,17.5,Y0607,,
68,1253,Holabird Middle,727,309,106,415,57.1,Y0607,,
69,1002,Jacksonville Elem,534,8,3,11,2.1,Y0607,,
70,105,Johnnycake Elem,594,234,100,334,56.2,Y0607,,
71,1109,Joppaview Elem,588,81,34,115,19.6,Y0607,,
72,1572,Kenwood High,1852,442,178,620,33.5,Y0607,,
73,1104,Kingsville Elem,342,16,7,23,6.7,Y0607,,
74,1311,Lansdowne Elem,382,165,61,226,59.2,Y0607,,
75,1371,Lansdowne High And Bus Adm,1282,347,140,487,38.0,Y0607,,
76,1351,Lansdowne Middle,692,343,109,452,65.3,Y0607,,
77,973,Loch Raven High,1178,103,62,165,14.0,Y0607,,
78,954,Loch Raven Technical Acad,721,289,95,384,53.3,Y0607,,
79,9823,Loch Raven Um Church - Es,25,25,0,25,100.0,Y0607,,
80,1217,Logan Elem,541,312,84,396,73.2,Y0607,,
81,803,Lutherville Laboratory,453,18,17,35,7.7,Y0607,,
82,111,Maiden Choice School,107,35,17,52,48.6,Y0607,,
83,1512,Mars Estates Elem,385,209,65,274,71.2,Y0607,,
84,1506,Martin Blvd Elem,306,140,43,183,59.8,Y0607,,
85,1403,Mccormick Elem,420,186,89,275,65.5,Y0607,,
86,70,Meadowood Educ Ctr,48,24,8,32,66.7,Y0607,,
87,1556,Middle River Middle,826,302,115,417,50.5,Y0607,,
88,1520,Middleborough Elem,311,59,26,85,27.3,Y0607,,
89,1514,Middlesex Elem,512,211,57,268,52.3,Y0607,,
90,307,Milbrook Elem,343,152,30,182,53.1,Y0607,,
91,271,Milford Mill Academy,1552,407,110,517,33.3,Y0607,,
92,217,New Town Elem,652,103,48,151,23.2,Y0607,,
93,473,New Town High,1032,186,78,264,25.6,Y0607,,
94,1207,Norwood Elem,610,268,79,347,56.9,Y0607,,
95,910,Oakleigh Elem,496,120,76,196,39.5,Y0607,,
96,252,Old Court Middle,639,274,85,359,56.2,Y0607,,
97,1534,Oliver Beach Elem,265,32,10,42,15.8,Y0607,,
98,1519,Orems Elem,332,75,35,110,33.1,Y0607,,
99,1473,Overlea High,1357,339,140,479,35.3,Y0607,,
100,402,Owings Mills Elem,717,245,83,328,45.7,Y0607,,
101,452,Owings Mills High,1132,239,103,342,30.2,Y0607,,
102,810,Padonia International,314,74,26,100,31.8,Y0607,,
103,972,Parkville High,1950,436,159,595,30.5,Y0607,,
104,1452,Parkville Middle,1143,207,109,316,27.6,Y0607,,
105,1272,Patapsco High And Ctr For Arts,1594,335,135,470,29.5,Y0607,,
106,1105,Perry Hall Elem,543,62,39,101,18.6,Y0607,,
107,1171,Perry Hall High,2305,221,79,300,13.0,Y0607,,
108,1151,Perry Hall Middle,1496,140,100,240,16.0,Y0607,,
109,371,Pikesville High,1018,132,42,174,17.1,Y0607,,
110,352,Pikesville Middle,937,261,81,342,36.5,Y0607,,
111,921,Pine Grove Elem,474,53,28,81,17.1,Y0607,,
112,957,Pine Grove Middle,1063,133,72,205,19.3,Y0607,,
113,811,Pinewood Elem,501,17,4,21,4.2,Y0607,,
114,909,Pleasant Plains Elem,542,215,56,271,50.0,Y0607,,
115,808,Pot Springs Elem,568,81,28,109,19.2,Y0607,,
116,210,Powhatan Elem,336,138,50,188,56.0,Y0607,,
117,601,Prettyboy Elem,419,12,6,18,4.3,Y0607,,
118,202,Randallstown Elem,402,135,46,181,45.0,Y0607,,
119,272,Randallstown High,1263,326,144,470,37.2,Y0607,,
120,1406,Red House Run Elem,499,137,60,197,39.5,Y0607,,
121,406,Reisterstown Elem,488,102,45,147,30.1,Y0607,,
122,1310,Relay Elem,434,69,45,114,26.3,Y0607,,
123,809,Riderwood Elem,474,9,1,10,2.1,Y0607,,
124,922,Ridge Ruxton School,123,29,5,34,27.6,Y0607,,
125,852,Ridgely Middle,1073,65,26,91,8.5,Y0607,,
126,1308,Riverview Elem,536,373,59,432,80.6,Y0607,,
127,907,Rodgers Forge Elem,533,27,7,34,6.4,Y0607,,
128,72,Rosedale Center,247,95,27,122,49.4,Y0607,,
129,1527,Sandalwood Elem,471,287,64,351,74.5,Y0607,,
130,1216,Sandy Plains Elem,547,234,86,320,58.5,Y0607,,
131,206,Scotts Branch Elem,535,247,108,355,66.4,Y0607,,
132,1531,Seneca Elem,434,156,47,203,46.8,Y0607,,
133,1110,Seven Oaks Elem,405,40,21,61,15.1,Y0607,,
134,701,Seventh District Elem,390,12,5,17,4.4,Y0607,,
135,1409,Shady Springs Elem,589,273,84,357,60.6,Y0607,,
136,155,Southwest Academy,928,349,125,474,51.1,Y0607,,
137,801,Sparks Elem,499,7,7,14,2.8,Y0607,,
138,1573,Sparrows Point High,826,108,46,154,18.6,Y0607,,
139,1559,Sparrows Point Middle,527,117,55,172,32.6,Y0607,,
140,1554,Stemmers Run Middle,782,271,107,378,48.3,Y0607,,
141,905,Stoneleigh Elem,609,70,24,94,15.4,Y0607,,
142,353,Sudbrook Magnet Middle,1036,128,71,199,19.2,Y0607,,
143,310,Summit Park Elem,348,13,5,18,5.2,Y0607,,
144,1513,Sussex Elem,338,172,60,232,68.6,Y0607,,
145,405,Timber Grove Elem,563,155,51,206,36.6,Y0607,,
146,805,Timonium Elem,422,17,8,25,5.9,Y0607,,
147,971,Towson High,1468,105,41,146,9.9,Y0607,,
148,1505,Victory Villa Elem,316,107,63,170,53.8,Y0607,,
149,908,Villa Cresta Elem,512,87,53,140,27.3,Y0607,,
150,813,Warren Elem,353,62,23,85,24.1,Y0607,,
151,304,Wellwood International Mgnt,496,83,51,134,27.0,Y0607,,
152,102,Westchester Elem,523,47,13,60,11.5,Y0607,,
153,175,Western Sch Of Tech/Env Sci,972,128,76,204,21.0,Y0607,,
154,103,Westowne Elem,517,114,55,169,32.7,Y0607,,
155,923,White Oak School,149,88,13,101,67.8,Y0607,,
156,213,Winand Elem,501,165,71,236,47.1,Y0607,,
157,256,Windsor Mill Middle,577,199,66,265,45.9,Y0607,,
158,211,Winfield Elem,475,198,59,257,54.1,Y0607,,
159,116,Woodbridge Elem,380,83,32,115,30.3,Y0607,,
160,311,Woodholme Elementary,686,153,57,210,30.6,Y0607,,
161,172,Woodlawn High Ctr For Preeng,1963,594,176,770,39.2,Y0607,,
162,253,Woodlawn Middle,725,336,109,445,61.4,Y0607,,
163,205,Woodmoor Elem,567,261,79,340,60.0,Y0607,,
0,62,Campfield Ely Chhd Lrn/Dev,327,117,33,150,45.9,Y0708,,
1,69,Catonsville Ctr Alt Studies,62,28,6,34,54.8,Y0708,,
2,70,Meadowood Educ Ctr,48,23,4,27,56.3,Y0708,,
3,72,Rosedale Center,201,101,22,123,61.2,Y0708,,
4,73,Bridge Center,10,7,0,7,70.0,Y0708,,
5,75,Crossroads Center,328,148,39,187,57.0,Y0708,,
6,101,Catonsville Elem,384,56,27,83,21.6,Y0708,,
7,102,Westchester Elem,504,50,21,71,14.1,Y0708,,
8,103,Westowne Elem,524,134,55,189,36.1,Y0708,,
9,104,Edmondson Heights Elem,575,234,80,314,54.6,Y0708,,
10,105,Johnnycake Elem,597,257,94,351,58.8,Y0708,,
11,111,Maiden Choice School,105,33,13,46,43.8,Y0708,,
12,112,Dogwood Elem,481,169,101,270,56.1,Y0708,,
13,113,Chadwick Elem,419,224,43,267,63.7,Y0708,,
14,115,Hillcrest Elem,666,100,31,131,19.7,Y0708,,
15,116,Woodbridge Elem,375,80,35,115,30.7,Y0708,,
16,151,Catonsville Middle,685,96,33,129,18.8,Y0708,,
17,155,Southwest Academy,810,349,112,461,56.9,Y0708,,
18,172,Woodlawn High Ctr For Preeng,1880,650,180,830,44.1,Y0708,,
19,174,Catonsville High,1699,227,81,308,18.1,Y0708,,
20,175,Western Sch Of Tech/Env Sci,933,121,100,221,23.7,Y0708,,
21,202,Randallstown Elem,401,159,44,203,50.6,Y0708,,
22,204,Featherbed Lane Elem,739,328,112,440,59.5,Y0708,,
23,205,Woodmoor Elem,552,270,71,341,61.8,Y0708,,
24,206,Scotts Branch Elem,484,222,76,298,61.6,Y0708,,
25,207,Church Lane Elem Of Tech,490,200,54,254,51.8,Y0708,,
26,209,Hebbville Elem,476,175,82,257,54.0,Y0708,,
27,210,Powhatan Elem,346,148,58,206,59.5,Y0708,,
28,211,Winfield Elem,446,209,61,270,60.5,Y0708,,
29,213,Winand Elem,465,155,59,214,46.0,Y0708,,
30,214,Hernwood Elem,465,185,51,236,50.8,Y0708,,
31,216,Deer Park Elem,429,124,54,178,41.5,Y0708,,
32,217,New Town Elem,686,95,55,150,21.9,Y0708,,
33,252,Old Court Middle,550,234,79,313,56.9,Y0708,,
34,253,Woodlawn Middle,680,343,96,439,64.6,Y0708,,
35,254,Deer Park Middle And Mgnt,1135,334,105,439,38.7,Y0708,,
36,256,Windsor Mill Middle,600,218,108,326,54.3,Y0708,,
37,271,Milford Mill Academy,1507,479,159,638,42.3,Y0708,,
38,272,Randallstown High,1265,342,130,472,37.3,Y0708,,
39,303,Bedford Elem,315,148,31,179,56.8,Y0708,,
40,304,Wellwood International Mgnt,430,85,41,126,29.3,Y0708,,
41,307,Milbrook Elem,347,162,47,209,60.2,Y0708,,
42,308,Fort Garrison Elem,401,26,4,30,7.5,Y0708,,
43,310,Summit Park Elem,362,14,15,29,8.0,Y0708,,
44,311,Woodholme Elementary,716,144,55,199,27.8,Y0708,,
45,352,Pikesville Middle,921,234,85,319,34.6,Y0708,,
46,353,Sudbrook Magnet Middle,1003,131,80,211,21.0,Y0708,,
47,371,Pikesville High,965,120,46,166,17.2,Y0708,,
48,402,Owings Mills Elem,698,238,125,363,52.0,Y0708,,
49,403,Franklin Elem,502,31,29,60,12.0,Y0708,,
50,404,Chatsworth School,384,42,13,55,14.3,Y0708,,
51,405,Timber Grove Elem,560,143,37,180,32.1,Y0708,,
52,406,Reisterstown Elem,484,105,37,142,29.3,Y0708,,
53,407,Glyndon Elem,477,120,57,177,37.1,Y0708,,
54,408,Cedarmere Elem,480,91,33,124,25.8,Y0708,,
55,451,Franklin Middle,1365,250,98,348,25.5,Y0708,,
56,452,Owings Mills High,1095,260,89,349,31.9,Y0708,,
57,472,Franklin High,1576,187,90,277,17.6,Y0708,,
58,473,New Town High,944,220,70,290,30.7,Y0708,,
59,501,Fifth District Elem,280,10,13,23,8.2,Y0708,,
60,601,Prettyboy Elem,436,13,13,26,6.0,Y0708,,
61,701,Seventh District Elem,390,20,6,26,6.7,Y0708,,
62,772,Hereford High,1389,30,19,49,3.5,Y0708,,
63,801,Sparks Elem,516,17,7,24,4.7,Y0708,,
64,803,Lutherville Laboratory,461,30,15,45,9.8,Y0708,,
65,805,Timonium Elem,431,27,12,39,9.0,Y0708,,
66,808,Pot Springs Elem,572,83,41,124,21.7,Y0708,,
67,809,Riderwood Elem,513,10,3,13,2.5,Y0708,,
68,810,Padonia International,335,79,25,104,31.0,Y0708,,
69,811,Pinewood Elem,507,19,10,29,5.7,Y0708,,
70,813,Warren Elem,365,86,16,102,27.9,Y0708,,
71,852,Ridgely Middle,1062,59,28,87,8.2,Y0708,,
72,853,Cockeysville Middle,832,102,50,152,18.3,Y0708,,
73,855,Hereford Middle,1045,44,25,69,6.6,Y0708,,
74,872,Dulaney High,1920,120,46,166,8.6,Y0708,,
75,905,Stoneleigh Elem,619,67,22,89,14.4,Y0708,,
76,907,Rodgers Forge Elem,629,20,14,34,5.4,Y0708,,
77,908,Villa Cresta Elem,551,117,48,165,29.9,Y0708,,
78,909,Pleasant Plains Elem,513,211,68,279,54.4,Y0708,,
79,910,Oakleigh Elem,500,138,64,202,40.4,Y0708,,
80,911,Hampton Elem,375,41,19,60,16.0,Y0708,,
81,912,Halstead Academy,534,315,80,395,74.0,Y0708,,
82,915,Harford Hills Elem,354,86,56,142,40.1,Y0708,,
83,916,Cromwell Valley Reg Magnet,429,18,10,28,6.5,Y0708,,
84,921,Pine Grove Elem,457,58,31,89,19.5,Y0708,,
85,922,Ridge Ruxton School,124,25,6,31,25.0,Y0708,,
86,923,White Oak School,130,82,10,92,70.8,Y0708,,
87,953,Dumbarton Middle,991,148,65,213,21.5,Y0708,,
88,954,Loch Raven Technical Acad,578,249,86,335,58.0,Y0708,,
89,957,Pine Grove Middle,1041,125,81,206,19.8,Y0708,,
90,971,Towson High,1439,110,47,157,10.9,Y0708,,
91,972,Parkville High,1833,419,175,594,32.4,Y0708,,
92,973,Loch Raven High,1090,100,51,151,13.9,Y0708,,
93,975,Carver Center For Arts & Tech,707,48,25,73,10.3,Y0708,,
94,1001,Carroll Manor Elem,346,4,0,4,1.2,Y0708,,
95,1002,Jacksonville Elem,550,14,4,18,3.3,Y0708,,
96,1104,Kingsville Elem,351,12,4,16,4.6,Y0708,,
97,1105,Perry Hall Elem,558,62,41,103,18.5,Y0708,,
98,1106,Carney Elem,479,81,52,133,27.8,Y0708,,
99,1107,Chapel Hill Elem,794,92,38,130,16.4,Y0708,,
100,1109,Joppaview Elem,573,95,19,114,19.9,Y0708,,
101,1110,Seven Oaks Elem,388,35,20,55,14.2,Y0708,,
102,1111,Gunpowder Elem,508,60,23,83,16.3,Y0708,,
103,1151,Perry Hall Middle,1513,173,79,252,16.7,Y0708,,
104,1171,Perry Hall High,2324,243,75,318,13.7,Y0708,,
105,1202,Dundalk Elem,601,326,89,415,69.1,Y0708,,
106,1205,Berkshire Elem,341,156,59,215,63.0,Y0708,,
107,1206,Bear Creek Elem,430,128,67,195,45.3,Y0708,,
108,1207,Norwood Elem,656,280,95,375,57.2,Y0708,,
109,1210,Grange Elem,369,99,37,136,36.9,Y0708,,
110,1212,Charlesmont Elem,352,140,48,188,53.4,Y0708,,
111,1215,Battle Monument School,49,20,3,23,46.9,Y0708,,
112,1216,Sandy Plains Elem,553,266,74,340,61.5,Y0708,,
113,1217,Logan Elem,518,280,75,355,68.5,Y0708,,
114,1218,Eastwood Center,193,39,30,69,35.8,Y0708,,
115,1251,Dundalk Middle,445,240,45,285,64.0,Y0708,,
116,1253,Holabird Middle,683,277,122,399,58.4,Y0708,,
117,1255,Gen John Stricker Middle,793,257,115,372,46.9,Y0708,,
118,1272,Patapsco High And Ctr For Arts,1510,347,134,481,31.9,Y0708,,
119,1273,Dundalk High,1225,469,140,609,49.7,Y0708,,
120,1302,Arbutus Elem,308,84,17,101,32.8,Y0708,,
121,1307,Baltimore Highlands Elem,533,283,110,393,73.7,Y0708,,
122,1308,Riverview Elem,483,338,57,395,81.8,Y0708,,
123,1310,Relay Elem,439,80,46,126,28.7,Y0708,,
124,1311,Lansdowne Elem,381,166,68,234,61.4,Y0708,,
125,1313,Halethorpe Elem,395,113,39,152,38.5,Y0708,,
126,1351,Lansdowne Middle,696,352,116,468,67.2,Y0708,,
127,1356,Arbutus Middle,812,187,74,261,32.1,Y0708,,
128,1371,Lansdowne High And Bus Adm,1316,367,146,513,39.0,Y0708,,
129,1403,Mccormick Elem,441,209,76,285,64.6,Y0708,,
130,1404,Fullerton Elem,515,70,43,113,21.9,Y0708,,
131,1405,Elmwood Elem,496,168,109,277,55.8,Y0708,,
132,1406,Red House Run Elem,487,134,60,194,39.8,Y0708,,
133,1409,Shady Springs Elem,580,279,77,356,61.4,Y0708,,
134,1451,Golden Ring Middle,698,288,113,401,57.4,Y0708,,
135,1452,Parkville Middle,1098,184,126,310,28.2,Y0708,,
136,1473,Overlea High,1270,370,145,515,40.6,Y0708,,
137,1502,Edgemere Elem,540,120,54,174,32.2,Y0708,,
138,1503,Colgate Elem,342,178,53,231,67.5,Y0708,,
139,1505,Victory Villa Elem,322,123,66,189,58.7,Y0708,,
140,1506,Martin Blvd Elem,299,116,46,162,54.2,Y0708,,
141,1507,Chase Elem,334,116,55,171,51.2,Y0708,,
142,1508,Essex Elem,463,133,45,178,38.4,Y0708,,
143,1511,Chesapeake Terrace Elem,192,34,14,48,25.0,Y0708,,
144,1512,Mars Estates Elem,399,199,71,270,67.7,Y0708,,
145,1513,Sussex Elem,351,172,69,241,68.7,Y0708,,
146,1514,Middlesex Elem,523,241,75,316,60.4,Y0708,,
147,1515,Hawthorne Elem,580,291,93,384,66.2,Y0708,,
148,1517,Battle Grove Elem,337,127,65,192,57.0,Y0708,,
149,1518,Glenmar Elem,428,202,66,268,62.6,Y0708,,
150,1519,Orems Elem,334,77,27,104,31.1,Y0708,,
151,1520,Middleborough Elem,296,59,36,95,32.1,Y0708,,
152,1525,Deep Creek Elem,434,259,64,323,74.4,Y0708,,
153,1527,Sandalwood Elem,472,283,74,357,75.6,Y0708,,
154,1531,Seneca Elem,418,128,61,189,45.2,Y0708,,
155,1534,Oliver Beach Elem,274,50,13,63,23.0,Y0708,,
156,1554,Stemmers Run Middle,709,243,90,333,47.0,Y0708,,
157,1556,Middle River Middle,855,315,125,440,51.5,Y0708,,
158,1557,Deep Creek Middle,848,405,129,534,63.0,Y0708,,
159,1559,Sparrows Point Middle,483,93,58,151,31.3,Y0708,,
160,1572,Kenwood High,1776,444,165,609,34.3,Y0708,,
161,1573,Sparrows Point High,794,102,70,172,21.7,Y0708,,
162,1574,Chesapeake High,1027,353,127,480,46.7,Y0708,,
163,1575,Eastern Technical High,1233,133,85,218,17.7,Y0708,,
164,9823,Loch Raven Um Church - Es,26,26,0,26,100.0,Y0708,,
0,62,Campfield Ely Chhd Lrn/Dev,318,124,37,161,50.6,Y0809,,
1,69,Catonsville Ctr Alt Studies,78,42,7,49,62.8,Y0809,,
2,70,Meadowood Educ Ctr,45,24,9,33,73.3,Y0809,,
3,72,Rosedale Center,190,86,21,107,56.3,Y0809,,
4,73,Bridge Center,14,10,4,14,100.0,Y0809,,
5,75,Crossroads Center,171,91,25,116,67.8,Y0809,,
6,101,Catonsville Elem,414,71,20,91,22.0,Y0809,,
7,102,Westchester Elem,506,61,22,83,16.4,Y0809,,
8,103,Westowne Elem,541,159,43,202,37.3,Y0809,,
9,104,Edmondson Heights Elem,511,257,78,335,65.6,Y0809,,
10,105,Johnnycake Elem,590,273,91,364,61.7,Y0809,,
11,111,Maiden Choice School,111,41,6,47,42.3,Y0809,,
12,112,Dogwood Elem,457,206,77,283,61.9,Y0809,,
13,113,Chadwick Elem,409,219,63,282,68.9,Y0809,,
14,115,Hillcrest Elem,651,106,31,137,21.0,Y0809,,
15,116,Woodbridge Elem,358,85,39,124,34.6,Y0809,,
16,151,Catonsville Middle,666,109,31,140,21.0,Y0809,,
17,155,Southwest Academy,733,337,89,426,58.1,Y0809,,
18,172,Woodlawn High Ctr For Preeng,1767,656,181,837,47.4,Y0809,,
19,174,Catonsville High,1743,253,84,337,19.3,Y0809,,
20,175,Western Sch Of Tech/Env Sci,882,136,79,215,24.4,Y0809,,
21,202,Randallstown Elem,385,156,56,212,55.1,Y0809,,
22,204,Featherbed Lane Elem,691,321,90,411,59.5,Y0809,,
23,205,Woodmoor Elem,505,255,84,339,67.1,Y0809,,
24,206,Scotts Branch Elem,514,242,70,312,60.7,Y0809,,
25,207,Church Lane Elem Of Tech,466,172,63,235,50.4,Y0809,,
26,209,Hebbville Elem,438,176,70,246,56.2,Y0809,,
27,210,Powhatan Elem,333,140,47,187,56.2,Y0809,,
28,211,Winfield Elem,428,187,59,246,57.5,Y0809,,
29,213,Winand Elem,468,169,43,212,45.3,Y0809,,
30,214,Hernwood Elem,435,157,61,218,50.1,Y0809,,
31,216,Deer Park Elem,433,161,62,223,51.5,Y0809,,
32,217,New Town Elem,709,105,55,160,22.6,Y0809,,
33,218,Imagine Discovery,457,119,64,183,40.0,Y0809,,
34,252,Old Court Middle,564,228,88,316,56.0,Y0809,,
35,253,Woodlawn Middle,667,344,95,439,65.8,Y0809,,
36,254,Deer Park Middle And Mgnt,1152,400,147,547,47.5,Y0809,,
37,256,Windsor Mill Middle,625,228,101,329,52.6,Y0809,,
38,271,Milford Mill Academy,1385,428,164,592,42.7,Y0809,,
39,272,Randallstown High,1234,355,124,479,38.8,Y0809,,
40,303,Bedford Elem,274,129,30,159,58.0,Y0809,,
41,304,Wellwood International Mgnt,441,83,40,123,27.9,Y0809,,
42,307,Milbrook Elem,346,177,55,232,67.1,Y0809,,
43,308,Fort Garrison Elem,388,20,8,28,7.2,Y0809,,
44,310,Summit Park Elem,363,24,6,30,8.3,Y0809,,
45,311,Woodholme Elementary,741,165,68,233,31.4,Y0809,,
46,352,Pikesville Middle,920,252,81,333,36.2,Y0809,,
47,353,Sudbrook Magnet Middle,1010,156,70,226,22.4,Y0809,,
48,371,Pikesville High,916,128,58,186,20.3,Y0809,,
49,402,Owings Mills Elem,729,278,130,408,56.0,Y0809,,
50,403,Franklin Elem,518,52,19,71,13.7,Y0809,,
51,404,Chatsworth School,391,53,12,65,16.6,Y0809,,
52,405,Timber Grove Elem,600,155,47,202,33.7,Y0809,,
53,406,Reisterstown Elem,506,126,45,171,33.8,Y0809,,
54,407,Glyndon Elem,475,123,45,168,35.4,Y0809,,
55,408,Cedarmere Elem,467,114,43,157,33.6,Y0809,,
56,451,Franklin Middle,1308,255,97,352,26.9,Y0809,,
57,452,Owings Mills High,1045,272,118,390,37.3,Y0809,,
58,472,Franklin High,1573,194,103,297,18.9,Y0809,,
59,473,New Town High,972,233,100,333,34.3,Y0809,,
60,501,Fifth District Elem,284,15,15,30,10.6,Y0809,,
61,601,Prettyboy Elem,459,22,8,30,6.5,Y0809,,
62,701,Seventh District Elem,398,24,5,29,7.3,Y0809,,
63,772,Hereford High,1370,42,20,62,4.5,Y0809,,
